Day of Year,Year,Month,Day,First Hour of Period,Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Average Wind Speed (Day),Sky Cover,Visibility,Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period)
120,2009,4,30,10,TRUE,0.153939394,55,27,12,3,10,55,13,30.19
120,2009,4,30,13,TRUE,0.064242424,55,27,12,3,10,44,15,30.15
120,2009,4,30,16,TRUE,0.282424242,55,27,12,4,10,50,14,30.07
120,2009,4,30,19,TRUE,0.500606061,55,27,12,4,10,64,20,30.1
120,2009,4,30,22,FALSE,0.718787879,55,27,12,4,10,53,5,30.09
121,2009,5,1,1,FALSE,0.807506053,56,17,8.5,4,10,66,8,30.1
121,2009,5,1,4,FALSE,0.589588378,56,17,8.5,3,10,61,6,30.06
121,2009,5,1,7,TRUE,0.371670702,56,17,8.5,3,10,59,6,30
121,2009,5,1,10,TRUE,0.153753027,56,17,8.5,3,10,60,0,29.98
121,2009,5,1,13,TRUE,0.064164649,56,17,8.5,4,10,72,0,29.96
121,2009,5,1,16,TRUE,0.282082324,56,17,8.5,4,7,93,13,29.91
121,2009,5,1,19,TRUE,0.5,56,17,8.5,4,3,90,14,29.92
121,2009,5,1,22,FALSE,0.717917676,56,17,8.5,4,10,90,17,29.98
122,2009,5,2,1,FALSE,0.805555556,60,18,11,3,10,87,10,29.97
122,2009,5,2,4,FALSE,0.588164251,60,18,11,3,10,90,9,29.99
122,2009,5,2,7,TRUE,0.370772947,60,18,11,4,10,81,5,30.04
122,2009,5,2,10,TRUE,0.153381643,60,18,11,4,10,87,8,30.07
122,2009,5,2,13,TRUE,0.064009662,60,18,11,4,10,81,20,30.08
122,2009,5,2,16,TRUE,0.281400966,60,18,11,4,10,75,18,30.08
122,2009,5,2,19,TRUE,0.498792271,60,18,11,4,10,84,13,30.07
122,2009,5,2,22,FALSE,0.716183575,60,18,11,3,10,84,10,30.09
123,2009,5,3,1,FALSE,0.802647413,59,23,9.8,4,10,93,10,30.13
123,2009,5,3,4,FALSE,0.586040915,59,23,9.8,4,10,87,11,30.09
123,2009,5,3,7,TRUE,0.369434416,59,23,9.8,4,4,93,13,30.1
123,2009,5,3,10,TRUE,0.152827918,59,23,9.8,4,10,81,15,30.13
123,2009,5,3,13,TRUE,0.06377858,59,23,9.8,4,10,75,13,30.14
123,2009,5,3,16,TRUE,0.280385078,59,23,9.8,4,10,75,9,30.1
123,2009,5,3,19,TRUE,0.496991576,59,23,9.8,3,10,87,6,30.08
123,2009,5,3,22,FALSE,0.713598075,59,23,9.8,2,10,96,8,30.11
124,2009,5,4,1,FALSE,0.799519808,61,20,8.1,3,10,93,7,30.08
124,2009,5,4,4,FALSE,0.583433373,61,20,8.1,3,10,96,5,30.08
124,2009,5,4,7,TRUE,0.367346939,61,20,8.1,4,10,90,0,30.08
124,2009,5,4,10,TRUE,0.151260504,61,20,8.1,4,8,84,6,30.06
124,2009,5,4,13,TRUE,0.06482593,61,20,8.1,4,10,66,13,30.04
124,2009,5,4,16,TRUE,0.280912365,61,20,8.1,3,10,73,16,30.03
124,2009,5,4,19,TRUE,0.4969988,61,20,8.1,3,9,90,11,30.01
124,2009,5,4,22,FALSE,0.713085234,61,20,8.1,4,10,93,9,30.01
125,2009,5,5,1,FALSE,0.79760479,64,23,7.3,4,8,90,8,30.01
125,2009,5,5,4,FALSE,0.582035928,64,23,7.3,4,7,90,3,30.03
125,2009,5,5,7,TRUE,0.366467066,64,23,7.3,4,9,90,7,30.06
125,2009,5,5,10,TRUE,0.150898204,64,23,7.3,4,10,87,0,30.09
125,2009,5,5,13,TRUE,0.064670659,64,23,7.3,3,10,68,11,30.08
125,2009,5,5,16,TRUE,0.280239521,64,23,7.3,3,10,64,10,30.06
125,2009,5,5,19,TRUE,0.495808383,64,23,7.3,3,10,75,6,30.07
125,2009,5,5,22,FALSE,0.711377246,64,23,7.3,4,10,90,11,30.12
126,2009,5,6,1,FALSE,0.795698925,64,28,10.1,3,10,90,10,30.11
126,2009,5,6,4,FALSE,0.580645161,64,28,10.1,3,10,93,3,30.1
126,2009,5,6,7,TRUE,0.365591398,64,28,10.1,3,10,90,5,30.14
126,2009,5,6,10,TRUE,0.150537634,64,28,10.1,4,10,84,3,30.16
126,2009,5,6,13,TRUE,0.064516129,64,28,10.1,3,10,68,11,30.14
126,2009,5,6,16,TRUE,0.279569892,64,28,10.1,3,10,71,16,30.12
126,2009,5,6,19,TRUE,0.494623656,64,28,10.1,3,10,90,14,30.13
126,2009,5,6,22,FALSE,0.709677419,64,28,10.1,4,10,90,15,30.17
127,2009,5,7,1,FALSE,0.793802145,59,27,16.8,4,7,93,17,30.16
127,2009,5,7,4,FALSE,0.579261025,59,27,16.8,4,5,96,14,30.16
127,2009,5,7,7,TRUE,0.364719905,59,27,16.8,1,9,90,7,30.17
127,2009,5,7,10,TRUE,0.150178784,59,27,16.8,1,10,65,5,30.16
127,2009,5,7,13,TRUE,0.064362336,59,27,16.8,1,10,51,22,30.15
127,2009,5,7,16,TRUE,0.278903456,59,27,16.8,1,10,52,26,30.09
127,2009,5,7,19,TRUE,0.493444577,59,27,16.8,1,10,69,26,30.07
127,2009,5,7,22,FALSE,0.707985697,59,27,16.8,0,10,77,17,30.08
128,2009,5,8,1,FALSE,0.791914388,61,28,15.3,0,10,83,18,30.05
128,2009,5,8,4,FALSE,0.577883472,61,28,15.3,0,10,86,8,30.02
128,2009,5,8,7,TRUE,0.363852556,61,28,15.3,0,10,72,0,30.03
128,2009,5,8,10,TRUE,0.149821641,61,28,15.3,0,10,54,14,30.03
128,2009,5,8,13,TRUE,0.064209275,61,28,15.3,0,10,54,23,30.01
128,2009,5,8,16,TRUE,0.27824019,61,28,15.3,1,10,58,25,29.95
128,2009,5,8,19,TRUE,0.492271106,61,28,15.3,1,10,69,25,29.93
128,2009,5,8,22,FALSE,0.706302021,61,28,15.3,1,10,77,14,29.96
129,2009,5,9,1,FALSE,0.790035587,58,28,16.8,0,10,83,17,29.95
129,2009,5,9,4,FALSE,0.576512456,58,28,16.8,0,10,86,8,29.94
129,2009,5,9,7,TRUE,0.362989324,58,28,16.8,1,8,77,9,29.97
129,2009,5,9,10,TRUE,0.149466192,58,28,16.8,1,10,60,15,29.98
129,2009,5,9,13,TRUE,0.06405694,58,28,16.8,2,10,58,20,29.97
129,2009,5,9,16,TRUE,0.277580071,58,28,16.8,2,9,60,30,29.97
129,2009,5,9,19,TRUE,0.491103203,58,28,16.8,3,9,75,24,29.96
129,2009,5,9,22,FALSE,0.704626335,58,28,16.8,2,10,80,11,29.98
130,2009,5,10,1,FALSE,0.78816568,58,28,15.8,1,10,83,7,29.97
130,2009,5,10,4,FALSE,0.575147929,58,28,15.8,1,10,86,9,29.95
130,2009,5,10,7,TRUE,0.362130178,58,28,15.8,2,10,75,0,29.97
130,2009,5,10,10,TRUE,0.149112426,58,28,15.8,2,10,59,16,29.98
130,2009,5,10,13,TRUE,0.063905325,58,28,15.8,2,10,54,21,29.96
130,2009,5,10,16,TRUE,0.276923077,58,28,15.8,1,10,58,31,29.94
130,2009,5,10,19,TRUE,0.489940828,58,28,15.8,2,10,51,22,29.93
130,2009,5,10,22,FALSE,0.70295858,58,28,15.8,1,10,64,10,29.98
131,2009,5,11,1,FALSE,0.786304604,57,27,23.5,1,10,77,21,29.97
131,2009,5,11,4,FALSE,0.573789847,57,27,23.5,1,10,80,20,29.96
131,2009,5,11,7,TRUE,0.361275089,57,27,23.5,2,10,77,14,30.01
131,2009,5,11,10,TRUE,0.148760331,57,27,23.5,3,10,65,21,30.01
131,2009,5,11,13,TRUE,0.063754427,57,27,23.5,1,10,60,31,30.01
131,2009,5,11,16,TRUE,0.276269185,57,27,23.5,1,10,70,36,30
131,2009,5,11,19,TRUE,0.488783943,57,27,23.5,3,10,86,28,30
131,2009,5,11,22,FALSE,0.701298701,57,27,23.5,2,10,80,29,30.02
132,2009,5,12,1,FALSE,0.785377358,56,27,19,3,10,83,25,30.04
132,2009,5,12,4,FALSE,0.573113208,56,27,19,1,10,86,13,30.05
132,2009,5,12,7,TRUE,0.360849057,56,27,19,2,10,80,14,30.06
132,2009,5,12,10,TRUE,0.148584906,56,27,19,1,10,56,15,30.07
132,2009,5,12,13,TRUE,0.063679245,56,27,19,2,10,48,23,30.06
132,2009,5,12,16,TRUE,0.275943396,56,27,19,2,10,50,30,30.01
132,2009,5,12,19,TRUE,0.488207547,56,27,19,2,10,62,25,30.02
132,2009,5,12,22,FALSE,0.700471698,56,27,19,0,10,74,20,30.05
133,2009,5,13,1,FALSE,0.783529412,58,27,16.6,0,10,77,22,30.04
133,2009,5,13,4,FALSE,0.571764706,58,27,16.6,1,10,74,8,30.02
133,2009,5,13,7,TRUE,0.36,58,27,16.6,3,10,49,0,30.04
133,2009,5,13,10,TRUE,0.148235294,58,27,16.6,3,10,50,13,30.06
133,2009,5,13,13,TRUE,0.063529412,58,27,16.6,3,10,40,24,30.07
133,2009,5,13,16,TRUE,0.275294118,58,27,16.6,3,10,43,28,30.08
133,2009,5,13,19,TRUE,0.487058824,58,27,16.6,3,10,48,18,30.06
133,2009,5,13,22,FALSE,0.698823529,58,27,16.6,1,10,69,26,30.11
134,2009,5,14,1,FALSE,0.781690141,60,27,21.5,1,10,80,16,30.07
134,2009,5,14,4,FALSE,0.570422535,60,27,21.5,2,10,86,16,30.06
134,2009,5,14,7,TRUE,0.35915493,60,27,21.5,4,4,90,21,30.09
134,2009,5,14,10,TRUE,0.147887324,60,27,21.5,2,10,72,16,30.08
134,2009,5,14,13,TRUE,0.063380282,60,27,21.5,2,10,65,28,30.07
134,2009,5,14,16,TRUE,0.274647887,60,27,21.5,2,10,68,33,30.02
134,2009,5,14,19,TRUE,0.485915493,60,27,21.5,4,6,90,28,30
134,2009,5,14,22,FALSE,0.697183099,60,27,21.5,3,10,90,14,30.03
135,2009,5,15,1,FALSE,0.78077374,58,29,12.9,4,10,96,14,30
135,2009,5,15,4,FALSE,0.56975381,58,29,12.9,4,10,96,6,29.97
135,2009,5,15,7,TRUE,0.35873388,58,29,12.9,3,10,86,5,29.98
135,2009,5,15,10,TRUE,0.147713951,58,29,12.9,1,10,70,14,29.96
135,2009,5,15,13,TRUE,0.063305979,58,29,12.9,2,10,65,23,29.93
135,2009,5,15,16,TRUE,0.274325909,58,29,12.9,2,10,65,24,29.89
135,2009,5,15,19,TRUE,0.485345838,58,29,12.9,1,10,80,18,29.88
135,2009,5,15,22,FALSE,0.696365768,58,29,12.9,0,10,77,8,29.89
136,2009,5,16,1,FALSE,0.778947368,71,30,6.4,0,10,75,3,29.86
136,2009,5,16,4,TRUE,0.568421053,71,30,6.4,0,10,80,3,29.85
136,2009,5,16,7,TRUE,0.357894737,71,30,6.4,1,10,73,0,29.88
136,2009,5,16,10,TRUE,0.147368421,71,30,6.4,0,10,70,3,29.89
136,2009,5,16,13,TRUE,0.063157895,71,30,6.4,0,10,58,3,29.86
136,2009,5,16,16,TRUE,0.273684211,71,30,6.4,1,10,31,14,29.85
136,2009,5,16,19,TRUE,0.484210526,71,30,6.4,0,10,40,18,29.85
136,2009,5,16,22,FALSE,0.694736842,71,30,6.4,0,10,61,0,29.88
137,2009,5,17,1,FALSE,0.777129522,74,30,9,0,10,67,5,29.88
137,2009,5,17,4,TRUE,0.567094516,74,30,9,0,10,65,0,29.87
137,2009,5,17,7,TRUE,0.35705951,74,30,9,0,10,70,0,29.89
137,2009,5,17,10,TRUE,0.147024504,74,30,9,0,10,58,3,29.89
137,2009,5,17,13,TRUE,0.063010502,74,30,9,1,10,26,15,29.87
137,2009,5,17,16,TRUE,0.273045508,74,30,9,1,10,50,22,29.87
137,2009,5,17,19,TRUE,0.483080513,74,30,9,2,10,65,18,29.88
137,2009,5,17,22,FALSE,0.693115519,74,30,9,1,10,78,11,29.9
138,2009,5,18,1,FALSE,0.77532014,59,29,15.6,1,10,90,13,29.9
138,2009,5,18,4,TRUE,0.565774156,59,29,15.6,2,10,90,10,29.87
138,2009,5,18,7,TRUE,0.356228172,59,29,15.6,3,10,90,15,29.88
138,2009,5,18,10,TRUE,0.146682189,59,29,15.6,2,10,72,18,29.9
138,2009,5,18,13,TRUE,0.062863795,59,29,15.6,3,10,63,15,29.9
138,2009,5,18,16,TRUE,0.272409779,59,29,15.6,2,10,65,17,29.88
138,2009,5,18,19,TRUE,0.481955763,59,29,15.6,3,10,83,20,29.91
138,2009,5,18,22,FALSE,0.691501746,59,29,15.6,2,10,90,16,29.95
139,2009,5,19,1,FALSE,0.77532014,59,28,14.4,3,10,90,11,29.94
139,2009,5,19,4,TRUE,0.565774156,59,28,14.4,2,10,90,5,29.94
139,2009,5,19,7,TRUE,0.356228172,59,28,14.4,3,10,80,11,29.97
139,2009,5,19,10,TRUE,0.146682189,59,28,14.4,2,10,67,15,29.97
139,2009,5,19,13,TRUE,0.062863795,59,28,14.4,1,10,63,23,29.95
139,2009,5,19,16,TRUE,0.272409779,59,28,14.4,1,10,60,32,29.94
139,2009,5,19,19,TRUE,0.481955763,59,28,14.4,1,10,72,9,29.93
139,2009,5,19,22,FALSE,0.691501746,59,28,14.4,1,10,77,10,29.95
140,2009,5,20,1,FALSE,0.773519164,57,27,12.3,1,10,74,8,29.94
140,2009,5,20,4,TRUE,0.56445993,57,27,12.3,2,10,77,13,29.94
140,2009,5,20,7,TRUE,0.355400697,57,27,12.3,3,10,74,9,29.97
140,2009,5,20,10,TRUE,0.146341463,57,27,12.3,2,10,56,11,29.97
140,2009,5,20,13,TRUE,0.06271777,57,27,12.3,2,10,52,16,29.95
140,2009,5,20,16,TRUE,0.271777003,57,27,12.3,2,10,56,17,29.92
140,2009,5,20,19,TRUE,0.480836237,57,27,12.3,2,10,75,11,29.91
140,2009,5,20,22,FALSE,0.68989547,57,27,12.3,1,10,80,8,29.92
141,2009,5,21,1,FALSE,0.771726535,57,30,10.4,0,10,83,7,29.9
141,2009,5,21,4,TRUE,0.563151796,57,30,10.4,2,10,86,6,29.9
141,2009,5,21,7,TRUE,0.354577057,57,30,10.4,1,10,77,0,29.92
141,2009,5,21,10,TRUE,0.146002317,57,30,10.4,2,10,70,5,29.93
141,2009,5,21,13,TRUE,0.062572422,57,30,10.4,2,10,56,16,29.9
141,2009,5,21,16,TRUE,0.271147161,57,30,10.4,2,10,60,18,29.88
141,2009,5,21,19,TRUE,0.4797219,57,30,10.4,2,9,83,20,29.89
141,2009,5,21,22,FALSE,0.68829664,57,30,10.4,1,10,83,14,29.93
142,2009,5,22,1,FALSE,0.769942197,59,27,10.2,2,10,86,5,29.91
142,2009,5,22,4,TRUE,0.561849711,59,27,10.2,3,10,83,0,29.89
142,2009,5,22,7,TRUE,0.353757225,59,27,10.2,3,10,77,0,29.9
142,2009,5,22,10,TRUE,0.14566474,59,27,10.2,1,10,67,7,29.91
142,2009,5,22,13,TRUE,0.062427746,59,27,10.2,1,10,54,21,29.89
142,2009,5,22,16,TRUE,0.270520231,59,27,10.2,2,10,65,24,29.89
142,2009,5,22,19,TRUE,0.478612717,59,27,10.2,4,8,83,14,29.92
142,2009,5,22,22,FALSE,0.686705202,59,27,10.2,4,10,86,13,29.94
143,2009,5,23,1,FALSE,0.770207852,53,24,12.7,4,10,83,9,29.94
143,2009,5,23,4,TRUE,0.562355658,53,24,12.7,4,10,86,7,29.93
143,2009,5,23,7,TRUE,0.354503464,53,24,12.7,4,10,83,9,29.96
143,2009,5,23,10,TRUE,0.14665127,53,24,12.7,4,9,80,11,29.98
143,2009,5,23,13,TRUE,0.061200924,53,24,12.7,4,9,69,17,29.97
143,2009,5,23,16,TRUE,0.269053118,53,24,12.7,4,8,77,18,29.96
143,2009,5,23,19,TRUE,0.476905312,53,24,12.7,4,8,83,11,29.97
143,2009,5,23,22,FALSE,0.684757506,53,24,12.7,4,10,83,13,30
144,2009,5,24,1,FALSE,0.769319493,52,25,13,4,10,86,10,29.99
144,2009,5,24,4,TRUE,0.561707036,52,25,13,4,10,83,14,29.98
144,2009,5,24,7,TRUE,0.354094579,52,25,13,4,9,86,11,30
144,2009,5,24,10,TRUE,0.146482122,52,25,13,4,10,83,13,30.03
144,2009,5,24,13,TRUE,0.061130334,52,25,13,4,10,77,17,30.02
144,2009,5,24,16,TRUE,0.268742791,52,25,13,4,9,77,18,29.99
144,2009,5,24,19,TRUE,0.476355248,52,25,13,4,8,83,14,29.99
144,2009,5,24,22,FALSE,0.683967705,52,25,13,4,9,83,10,30.02
145,2009,5,25,1,FALSE,0.76843318,56,28,10.6,4,9,86,8,30
145,2009,5,25,4,TRUE,0.561059908,56,28,10.6,4,9,86,7,29.97
145,2009,5,25,7,TRUE,0.353686636,56,28,10.6,4,10,80,8,29.98
145,2009,5,25,10,TRUE,0.146313364,56,28,10.6,1,10,70,9,29.96
145,2009,5,25,13,TRUE,0.061059908,56,28,10.6,1,10,63,20,29.92
145,2009,5,25,16,TRUE,0.26843318,56,28,10.6,1,10,62,16,29.89
145,2009,5,25,19,TRUE,0.475806452,56,28,10.6,1,10,80,10,29.89
145,2009,5,25,22,FALSE,0.683179724,56,28,10.6,2,10,80,5,29.91
146,2009,5,26,1,FALSE,0.766666667,60,30,10.5,0,10,83,7,29.89
146,2009,5,26,4,TRUE,0.559770115,60,30,10.5,0,10,80,0,29.88
146,2009,5,26,7,TRUE,0.352873563,60,30,10.5,1,9,78,3,29.9
146,2009,5,26,10,TRUE,0.145977011,60,30,10.5,1,10,59,9,29.91
146,2009,5,26,13,TRUE,0.06091954,60,30,10.5,1,10,49,20,29.88
146,2009,5,26,16,TRUE,0.267816092,60,30,10.5,2,10,51,18,29.84
146,2009,5,26,19,TRUE,0.474712644,60,30,10.5,1,10,70,20,29.84
146,2009,5,26,22,FALSE,0.681609195,60,30,10.5,0,10,72,10,29.85
147,2009,5,27,1,FALSE,0.765786452,60,30,11.4,0,10,83,10,29.84
147,2009,5,27,4,TRUE,0.55912744,60,30,11.4,1,10,86,9,29.85
147,2009,5,27,7,TRUE,0.352468427,60,30,11.4,1,10,75,0,29.89
147,2009,5,27,10,TRUE,0.145809414,60,30,11.4,1,9,68,8,29.89
147,2009,5,27,13,TRUE,0.060849598,60,30,11.4,1,9,63,17,29.86
147,2009,5,27,16,TRUE,0.267508611,60,30,11.4,1,10,65,22,29.83
147,2009,5,27,19,TRUE,0.474167623,60,30,11.4,2,10,80,11,29.85
147,2009,5,27,22,FALSE,0.680826636,60,30,11.4,1,10,90,11,29.89
148,2009,5,28,1,FALSE,0.764908257,61,31,8,1,10,90,8,29.88
148,2009,5,28,4,TRUE,0.558486239,61,31,8,4,10,90,0,29.87
148,2009,5,28,7,TRUE,0.35206422,61,31,8,4,9,83,0,29.91
148,2009,5,28,10,TRUE,0.145642202,61,31,8,1,9,75,7,29.92
148,2009,5,28,13,TRUE,0.060779817,61,31,8,1,10,63,6,29.89
148,2009,5,28,16,TRUE,0.267201835,61,31,8,2,10,65,16,29.88
148,2009,5,28,19,TRUE,0.473623853,61,31,8,2,9,80,14,29.9
148,2009,5,28,22,FALSE,0.680045872,61,31,8,2,10,83,10,29.94
149,2009,5,29,1,FALSE,0.764032073,62,30,7.2,3,10,90,7,29.94
149,2009,5,29,4,TRUE,0.557846506,62,30,7.2,4,10,90,0,29.95
149,2009,5,29,7,TRUE,0.351660939,62,30,7.2,1,10,80,0,29.98
149,2009,5,29,10,TRUE,0.145475372,62,30,7.2,1,10,70,8,30
149,2009,5,29,13,TRUE,0.060710195,62,30,7.2,1,10,61,7,29.97
149,2009,5,29,16,TRUE,0.266895762,62,30,7.2,3,10,55,14,29.96
149,2009,5,29,19,TRUE,0.473081329,62,30,7.2,3,10,67,9,29.97
149,2009,5,29,22,FALSE,0.679266896,62,30,7.2,2,10,78,6,30.02
150,2009,5,30,1,FALSE,0.762285714,61,26,11.2,3,10,78,3,30.02
150,2009,5,30,4,TRUE,0.556571429,61,26,11.2,4,10,80,6,30
150,2009,5,30,7,TRUE,0.350857143,61,26,11.2,4,10,80,6,30.02
150,2009,5,30,10,TRUE,0.145142857,61,26,11.2,4,10,67,7,30.02
150,2009,5,30,13,TRUE,0.060571429,61,26,11.2,2,10,59,16,29.98
150,2009,5,30,16,TRUE,0.266285714,61,26,11.2,2,10,63,18,29.97
150,2009,5,30,19,TRUE,0.472,61,26,11.2,2,9,80,14,29.97
150,2009,5,30,22,FALSE,0.677714286,61,26,11.2,3,10,83,15,30
151,2009,5,31,1,FALSE,0.761415525,58,27,11.8,4,10,83,11,29.98
151,2009,5,31,4,TRUE,0.555936073,58,27,11.8,4,10,90,10,29.98
151,2009,5,31,7,TRUE,0.350456621,58,27,11.8,4,10,83,7,30
151,2009,5,31,10,TRUE,0.144977169,58,27,11.8,4,10,80,7,30.01
151,2009,5,31,13,TRUE,0.060502283,58,27,11.8,3,10,65,14,29.95
151,2009,5,31,16,TRUE,0.265981735,58,27,11.8,3,10,70,18,29.92
151,2009,5,31,19,TRUE,0.471461187,58,27,11.8,3,9,80,13,29.93
151,2009,5,31,22,FALSE,0.676940639,58,27,11.8,4,10,83,10,29.95
152,2009,6,1,1,FALSE,0.761687571,59,27,10.9,4,10,83,6,29.93
152,2009,6,1,4,TRUE,0.556442417,59,27,10.9,4,10,83,9,29.91
152,2009,6,1,7,TRUE,0.351197263,59,27,10.9,4,9,83,11,29.93
152,2009,6,1,10,TRUE,0.145952109,59,27,10.9,3,9,70,14,29.93
152,2009,6,1,13,TRUE,0.059293044,59,27,10.9,3,10,68,15,29.93
152,2009,6,1,16,TRUE,0.264538198,59,27,10.9,3,10,70,13,29.91
152,2009,6,1,19,TRUE,0.469783352,59,27,10.9,3,10,83,11,29.92
152,2009,6,1,22,FALSE,0.675028506,59,27,10.9,4,10,90,7,29.94
153,2009,6,2,1,FALSE,0.760820046,60,28,12.2,4,10,93,10,29.93
153,2009,6,2,4,TRUE,0.555808656,60,28,12.2,3,10,93,3,29.92
153,2009,6,2,7,TRUE,0.350797267,60,28,12.2,3,9,86,11,29.93
153,2009,6,2,10,TRUE,0.145785877,60,28,12.2,3,10,72,18,29.95
153,2009,6,2,13,TRUE,0.059225513,60,28,12.2,3,10,63,17,29.94
153,2009,6,2,16,TRUE,0.264236902,60,28,12.2,3,10,65,20,29.91
153,2009,6,2,19,TRUE,0.469248292,60,28,12.2,2,10,72,11,29.91
153,2009,6,2,22,FALSE,0.674259681,60,28,12.2,3,10,83,16,29.9
154,2009,6,3,1,FALSE,0.760820046,61,28,12.9,3,10,86,8,29.89
154,2009,6,3,4,TRUE,0.555808656,61,28,12.9,3,10,80,7,29.88
154,2009,6,3,7,TRUE,0.350797267,61,28,12.9,3,10,78,9,29.9
154,2009,6,3,10,TRUE,0.145785877,61,28,12.9,3,10,54,14,29.9
154,2009,6,3,13,TRUE,0.059225513,61,28,12.9,2,10,56,17,29.91
154,2009,6,3,16,TRUE,0.264236902,61,28,12.9,2,10,51,18,29.88
154,2009,6,3,19,TRUE,0.469248292,61,28,12.9,3,10,75,20,29.89
154,2009,6,3,22,FALSE,0.674259681,61,28,12.9,3,10,80,11,29.93
155,2009,6,4,1,FALSE,0.759090909,62,27,8.6,4,10,78,8,29.93
155,2009,6,4,4,TRUE,0.554545455,62,27,8.6,3,10,78,5,29.93
155,2009,6,4,7,TRUE,0.35,62,27,8.6,4,10,72,10,29.98
155,2009,6,4,10,TRUE,0.145454545,62,27,8.6,3,10,60,6,29.98
155,2009,6,4,13,TRUE,0.059090909,62,27,8.6,3,10,56,13,29.96
155,2009,6,4,16,TRUE,0.263636364,62,27,8.6,3,10,54,15,29.92
155,2009,6,4,19,TRUE,0.468181818,62,27,8.6,3,10,72,13,29.94
155,2009,6,4,22,FALSE,0.672727273,62,27,8.6,3,10,81,9,29.94
156,2009,6,5,1,FALSE,0.758229285,64,26,8,4,10,81,6,29.91
156,2009,6,5,4,TRUE,0.553916005,64,26,8,4,10,78,6,29.88
156,2009,6,5,7,TRUE,0.349602724,64,26,8,2,10,72,3,29.9
156,2009,6,5,10,TRUE,0.145289444,64,26,8,3,10,67,7,29.94
156,2009,6,5,13,TRUE,0.059023837,64,26,8,3,10,51,14,29.95
156,2009,6,5,16,TRUE,0.263337117,64,26,8,3,10,55,10,29.94
156,2009,6,5,19,TRUE,0.467650397,64,26,8,2,10,72,11,29.95
156,2009,6,5,22,FALSE,0.671963678,64,26,8,3,10,78,6,29.96
157,2009,6,6,1,FALSE,0.758229285,62,28,10.6,2,10,80,0,29.93
157,2009,6,6,4,TRUE,0.553916005,62,28,10.6,2,10,80,0,29.93
157,2009,6,6,7,TRUE,0.349602724,62,28,10.6,3,10,78,8,29.95
157,2009,6,6,10,TRUE,0.145289444,62,28,10.6,3,10,63,14,29.96
157,2009,6,6,13,TRUE,0.059023837,62,28,10.6,2,10,55,14,29.95
157,2009,6,6,16,TRUE,0.263337117,62,28,10.6,2,10,59,18,29.94
157,2009,6,6,19,TRUE,0.467650397,62,28,10.6,2,10,65,16,29.95
157,2009,6,6,22,FALSE,0.671963678,62,28,10.6,2,10,81,9,29.96
158,2009,6,7,1,FALSE,0.758503401,63,27,16,1,10,78,11,29.94
158,2009,6,7,4,TRUE,0.554421769,63,27,16,2,10,78,10,29.95
158,2009,6,7,7,TRUE,0.350340136,63,27,16,2,10,67,16,29.97
158,2009,6,7,10,TRUE,0.146258503,63,27,16,2,10,61,17,29.98
158,2009,6,7,13,TRUE,0.057823129,63,27,16,1,10,55,21,29.96
158,2009,6,7,16,TRUE,0.261904762,63,27,16,2,10,53,24,29.94
158,2009,6,7,19,TRUE,0.465986395,63,27,16,1,10,72,16,29.9
158,2009,6,7,22,FALSE,0.670068027,63,27,16,1,10,78,14,29.93
159,2009,6,8,1,FALSE,0.758503401,61,26,14.2,2,10,78,11,29.9
159,2009,6,8,4,TRUE,0.554421769,61,26,14.2,4,10,75,8,29.88
159,2009,6,8,7,TRUE,0.350340136,61,26,14.2,4,10,69,15,29.9
159,2009,6,8,10,TRUE,0.146258503,61,26,14.2,3,10,62,14,29.92
159,2009,6,8,13,TRUE,0.057823129,61,26,14.2,2,10,58,18,29.9
159,2009,6,8,16,TRUE,0.261904762,61,26,14.2,3,10,67,18,29.88
159,2009,6,8,19,TRUE,0.465986395,61,26,14.2,3,10,70,13,29.87
159,2009,6,8,22,FALSE,0.670068027,61,26,14.2,4,10,75,13,29.89
160,2009,6,9,1,FALSE,0.75678733,62,26,11.2,4,10,78,7,29.88
160,2009,6,9,4,TRUE,0.553167421,62,26,11.2,4,10,72,11,29.89
160,2009,6,9,7,TRUE,0.349547511,62,26,11.2,4,10,87,8,29.91
160,2009,6,9,10,TRUE,0.145927602,62,26,11.2,4,10,70,13,29.93
160,2009,6,9,13,TRUE,0.057692308,62,26,11.2,3,10,65,14,29.93
160,2009,6,9,16,TRUE,0.261312217,62,26,11.2,3,10,61,16,29.92
160,2009,6,9,19,TRUE,0.464932127,62,26,11.2,4,10,81,9,29.93
160,2009,6,9,22,FALSE,0.668552036,62,26,11.2,4,10,78,10,29.94
161,2009,6,10,1,FALSE,0.75678733,62,26,10.5,4,10,81,8,29.94
161,2009,6,10,4,TRUE,0.553167421,62,26,10.5,4,10,90,7,29.93
161,2009,6,10,7,TRUE,0.349547511,62,26,10.5,4,10,90,7,29.95
161,2009,6,10,10,TRUE,0.145927602,62,26,10.5,4,8,73,14,29.96
161,2009,6,10,13,TRUE,0.057692308,62,26,10.5,4,10,63,9,29.97
161,2009,6,10,16,TRUE,0.261312217,62,26,10.5,3,10,61,13,29.95
161,2009,6,10,19,TRUE,0.464932127,62,26,10.5,4,10,72,14,29.96
161,2009,6,10,22,FALSE,0.668552036,62,26,10.5,4,10,75,11,29.99
162,2009,6,11,1,FALSE,0.755932203,63,26,16.3,4,10,75,14,29.96
